ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
test-1684	A model attribution edit summary (using German): Content in this edit is translated from the existing German Wikipedia article at ((:de:Exact name of German article)); see its history for attribution. You should also add the template ((Translated fr Jeanne Holland)) to the talk page. Lady Joan Holland, (1350--1384), was Duchess consort of Brittany as the second wife to John IV, Duke of Brittany. She was the daughter of Joan of Kent and Thomas Holland, 1st Earl of Kent.	She	399	Joan Holland	290	TRUE	Brittany	341	FALSE	http://en.wikipedia.org/wiki/Joan_Holland,_Duchess_of_Brittany
development-1545	On 14 June 2005, at a press conference in Islamabad, Mukhtaran demanded removal of her name from the Exit Control List, and also complained that she was ``virtually under house arrest'' because of the large police contingent assigned to protect her. Asma Jahangir, a Pakistani human rights lawyer confirmed that Mukhtaran had been taken to Islamabad, furiously berated and told that Musharraf was very angry with her.	her	413	Asma Jahangir	250	FALSE	Mukhtaran	312	TRUE	http://en.wikipedia.org/wiki/Mukht%C4%81r_M%C4%81'%C4%AB
development-1468	She made guest appearances on television programs ranging from Ben Casey in 1962 through Law & Order in 1997; other credits include a recurring role in Matlock, two appearances (as different characters) on The Munsters, and single-episode appearances on The Donna Reed Show, The Rockford Files, Murphy Brown, Mama's Family and many others. She played sage innkeeper Sarah Tucker in a series of television commercials for Cool Whip dessert topping during the 1970s. Redmond's film roles have included a small part in 1961's Sanctuary (from William Faulkner 's novel, and a remake of the better-remembered The Story of Temple Drake), an appearance (playing Sister Liguori, prefiguring her Flying Nun role) in The Trouble with Angels, and a supporting role in Alfred Hitchcock 's Family Plot, which starred Karen Black and Bruce Dern.	her	683	Redmond	465	TRUE	Liguori	662	FALSE	http://en.wikipedia.org/wiki/Marge_Redmond
validation-249	The Parent Trap II was filmed twenty-five years after the original film. The idea of a second film was announced in 1985. The only actor who returned from the original film, Hayley Mills, continues to portray the twins, Sharon and Susan. The Parent Trap II focuses on Sharon's daughter Nikki who tries to set up her mother with her best friend's father, portrayed by Tom Skerritt.	her	312	Sharon	268	FALSE	Nikki	286	TRUE	http://en.wikipedia.org/wiki/The_Parent_Trap_(film_series)
test-195	To save his life, Harth deliberately drank the vampire's blood, thereby becoming a vampire himself. It is unprecedented for a Slayer to have a twin and, as an odd side-effect of this, Harth possesses the prophetic dreams and visions of past Slayers that Mel lacks. Erin Fray -- Mel's older sister. On opposing sides already because of her job as a cop and Melaka's thieving, Erin also blamed Mel for the death of their brother for a long time.	her	335	Erin Fray	265	FALSE	Erin	375	TRUE	http://en.wikipedia.org/wiki/Fray_(comics)
test-92	The first topic that Madison addresses is the differentiation between a republic and a democracy. George Clinton, the Governor of New York and one of the foremost authors of the Anti-Federalist papers at the time of the ratification of the Constitution, cited Montesquieu, a political philosopher who authored ``The Spirit of the Laws'', to support his argument.	his	349	George Clinton	98	FALSE	Montesquieu	260	TRUE	http://en.wikipedia.org/wiki/Federalist_No._14
test-625	Smart glass is seen in use in White Collar season 1 episode 8 ``Hard Sell'' when Neal comes to tell Daniel Reed that Avery plans to betray him. Daniel flips a switch and his office window becomes frosted over, preventing Avery from peeking inside while they talk. Smart glass was featured in the 2012 James Bond movie Skyfall, revealing Raoul Silva to M after he is captured.	he	360	Raoul Silva	337	TRUE	M	352	FALSE	http://en.wikipedia.org/wiki/Smart_glass
validation-154	Their standard of craftsmanship has been virtually unchallenged until the late 20th Century British Craft Revival with makers such as John Makepeace and his lesser known apprentice Andrew Whateley demonstrating unrivalled craftsmanship. William Vile went into partnership with John Cobb in 1750 until he retired in 1765 Operating out of (No. 72) The corner of St. Martin's Lane and Long Acre, London.They were Cabinet-makers and Upholsterers to His Majesty (George III) from 1761 to April 1764, based mainly on the superb quality of Vile's cabinet work and the individuality of his designs.	his	578	George III	458	FALSE	Vile	533	TRUE	http://en.wikipedia.org/wiki/William_Vile
development-364	As a junior player, Bailey won the World Junior Championship in 1997 and captained the England team to World and European junior team titles. A car accident led to career-threatening knee surgery at the age of 21, but she successfully recovered and resumed her playing career. In 2003, Bailey finished runner-up to Sarah Fitz-Gerald at the British Open. She reached a career-high ranking of World No. 4 that year.	She	354	Bailey	286	TRUE	Sarah Fitz-Gerald	315	FALSE	http://en.wikipedia.org/wiki/Tania_Bailey
development-173	On March 21, 2006, Murray was fired by the Kings and was replaced on an interim basis by John Torchetti. He provided colour commentary for the Canadian Broadcasting Corporation during their Hockey Night in Canada telecasts of the 2006 Stanley Cup playoffs. On December 11, 2006, the Blues hired Murray to replace Mike Kitchen as head coach after a seven game losing streak. He coached the Blues to a record of 33--36--13 in his first full season as coach in 2007--2008.	He	374	Murray	295	TRUE	Mike Kitchen	313	FALSE	http://en.wikipedia.org/wiki/Andy_Murray_(ice_hockey)
development-30	With only six months' experience under his belt, Paul won the Niagara District Bantamweight Amateur Title, the National AAU Tournament in Boston and the Empire State Amateur Championship within a three month span in 1927. On August 1, 1927, Paul knocked out Freddie Griffiths in four rounds in his first professional fight.	his	294	Paul	241	TRUE	Freddie Griffiths	258	FALSE	http://en.wikipedia.org/wiki/Tommy_Paul
test-891	After several months of captivity Duane is released by Granny Ruth, who is preparing to take everyone on a road trip to the home of her ex-husband Doctor Hal Rockwell, who will help in giving birth to Belial's equally misshapen girlfriend Eve's babies; before leaving for the trip, Granny Ruth sternly tells Duane to stay away from Belial, who has stopped speaking to Duane telepathically after Duane's attempt to put them back together. While traveling via bus to Hal's house in Peachtree County the group stop at a drug store, where Granny Ruth meets local sheriff Andrew Griffin while Duane, attempting to wriggle out a bus window, meets the sheriff's daughter Opal, who he tries to convince help him and Belial escape.	he	674	Hal	465	FALSE	Andrew Griffin	567	FALSE	http://en.wikipedia.org/wiki/Basket_Case_3:_The_Progeny
development-1142	The PCC apologized to Mr Riddick for ''this serious breach of our procedures. `` He contested his seat again at the 1997 general election, but lost to the Labour Party 's Kali Mountford who had a majority of 4,840. Graham Riddick was Parliamentary Private Secretary to Francis Maude, Financial Secretary to the Treasury between 1990-92. He was Parliamentary Private Secretary to John MacGregor, Secretary of State for Transport from 1992 until July 1994 when Macgregor left the Cabinet.	He	337	Graham Riddick	215	TRUE	Francis Maude	269	FALSE	http://en.wikipedia.org/wiki/Graham_Riddick
test-1017	Barry Fry had become Dunstable manager towards the end of the 1973--74 season, and with chairman Keith Cheeseman providing him with blank cheques, Fry attracted several big name players to the club, including Jeff Astle and George Best, as well as arranging a friendly match against his former club Manchester United.	his	283	Fry	147	TRUE	Jeff Astle	209	FALSE	http://en.wikipedia.org/wiki/Dunstable_Town_F.C.
test-1551	The 90-minute program featured Cooper and Griffin hosted in Times Square, with Brooke Baldwin reporting live in Nashville, John Zarrella in Key West and Gary Tuchman again participating in the ``Midnight Run'' in Central Park. Isha Sesay reported from the crowd in Times Square. Among the random discussions were Griffin's visit with Cher, and a live phone call from Cooper's mother Gloria Vanderbilt. Griffin maintained her typical antics, at one point kissing a crew member, and pretended to start undressing Cooper.	her	421	Cher	334	FALSE	Gloria Vanderbilt	383	FALSE	http://en.wikipedia.org/wiki/New_Year's_Eve_Live_(CNN_program)
test-124	Lifeguard Terry Pole has an unrequited crush on her and she seems to be a part of each interviewees lives (she is Bill's secretary, goes to the same salon as Mary and is one of Louise's art subjects). She is seen in the park with Policeman Mike and it is alluded that he is the father of her child and that the pair are dating in secret.	he	268	Terry Pole	10	FALSE	Bill	114	FALSE	http://en.wikipedia.org/wiki/Short_Poppies
development-419	He was replaced on tour by Chris ``Tank'' Murk throughout their summer touring of 2007. Before going into the studio to record their second album I Swear..., the band chose Chris Carroll as their new permanent drummer. Jeremy Gifford replaced Brian on bass guitar throughout the rest of 2007 playing on tour dates and recording with the band. He left the band in 2008 and started playing guitar for the band Lovedrug.	He	343	Jeremy Gifford	219	TRUE	Brian	243	FALSE	http://en.wikipedia.org/wiki/Inhale_Exhale
test-1624	Amiel was born into a Jewish family in Watford, Hertfordshire, England, the daughter of Vera Isserles (n*e Barnett) and Harold Joffre Amiel. Her parents divorced when she was eight, after her father left her mother for another woman.	Her	141	Amiel	0	TRUE	Vera Isserles	88	FALSE	http://en.wikipedia.org/wiki/Barbara_Amiel
test-521	He can be considered a kenshi, a swordsman who is not from the samurai class. He despises the government by extension to his hatred of samurai and quits the Itto-ryu when Anotsu allies the group with Kagimura and the shogunate, though he remains on friendly terms with Anotsu. When his lover of sorts, a prostitute named O-Ren, iss killed by Shira, Magatsu ends up following Manji around due to the fact that he knows Shira is after Manji.	his	282	O-Ren	321	FALSE	Magatsu	349	TRUE	http://en.wikipedia.org/wiki/List_of_Blade_of_the_Immortal_characters
test-689	April Clare Welsh of The Quietus stated: ``All shot through with the psychedelic heft of Neil Young & Crazy Horse, this is not a flash in the pan, a fumble in the dark or an album which loses its way but a cosmic paean to perfectionism that creates order out of the most beautiful chaos.'' Nevertheless, Ryan Bray of Consequence of Sound was rather mixed in his review, stating: ``From the lean, scrappy production value to the grandiose guitar solos and Alex Coxen's wobbling, vocal delivery a la Grant Hart, the record has the messy fingerprints of indie rock's cherished first wave smeared all over it.''	his	358	Alex Coxen	455	FALSE	Grant Hart	498	FALSE	http://en.wikipedia.org/wiki/Cruise_Your_Illusion
test-700	There has been discussion of Max Weber's scholarly connection to Georg Simmel, particularly in terms of their influence on the Frankfurt School, but Marianne Weber too was a colleague of Simmel. In addition to a more than 20 year friendship, in which Max and Simmel conversed and wrote letters often, Weber wrote a critical response to Simmel's 1911 essay ``The Relative and the Absolute in the Problem of the Sexes'', in which she criticized his concept of ``gender relations''.	his	443	Simmel	336	TRUE	Absolute	379	FALSE	http://en.wikipedia.org/wiki/Marianne_Weber
test-1876	When Al Giardello attempts to convince the judge (who is an old friend) to reverse his decision, the judge instead convinces Gee that too many people are in Eleanor's corner, and somebody has to speak for the victim. Giardello's reversal on the matter puts a potential promotion in jeopardy. Meanwhile, Falsone and Stivers keep investigating and gradually convince Danvers and Giardello -- both of whom were sympathetic to Eleanor -- that she is manipulating the law and thus damaging the credibility of Battered Wife Syndrome.	she	439	Stivers	315	FALSE	Eleanor	423	TRUE	http://en.wikipedia.org/wiki/Self_Defense_(Homicide:_Life_on_the_Street)
development-1930	She appeared on Blue Peter doing an impression of Esther Rantzen; she also appeared in other CBBC programmes and was a backing singer on Chris Jarvis 's 1997 charity single Glasses. She was then on TV screens in 1998 in Kay Mellor 's comedy drama about women's football, Playing the Field. Stephenson also appeared in the last two episodes of ITV1's adaptation of Catherine Cookson 's A Dinner of Herbs in which she played the adult Kate Roystan who falls in love with the son of the woman who murdered her grandfather.	she	412	Stephenson	290	TRUE	Catherine Cookson	364	FALSE	http://en.wikipedia.org/wiki/Debra_Stephenson
validation-124	He then became a pupil of Darius Milhaud at Mills College. Hoiby became influenced by a variety of composers, particularly personalities in the twentieth century avant garde, including the Pro Arte String Quartet led by Rudolf Kolisch, brother-in-law of Arnold Schoenberg. During his youth, Hoiby played with Harry Partch's Dadaist ensembles.	his	280	Arnold Schoenberg	254	FALSE	Hoiby	291	TRUE	http://en.wikipedia.org/wiki/Lee_Hoiby
test-1361	In 1989 English pop singer Mandy covered this song under the title of ``Don't You Want Me Baby''. Released as a standalone single after her only album Mandy, it was also Smith's final single and became her only single to hit the UK top 75, peaking at #59.	her	136	Mandy	151	FALSE	Smith	170	TRUE	http://en.wikipedia.org/wiki/Don't_You_Want_Me
development-1423	Joey Coulter, driver of Childress's No. 22 Chevrolet Silverado, battled tightly for position with the No. 18 Toyota Tundra of Busch. Coulter would eventually hold off Busch, taking the 5th spot in the O'Reilly Auto Parts 250. Once the race had concluded, Busch purposely bumped into the 22 truck on the cool-down lap. Childress reportedly approached Busch in the garage area, took off his jewelry (a gold watch) and proceeded to punch Busch in the face.	his	385	Childress	318	FALSE	Busch	350	TRUE	http://en.wikipedia.org/wiki/Richard_Childress
validation-227	Deangelo later starts breaking down in front of the entire staff during an office party by sticking his hands into Michael's goodbye cake. In ``The Inner Circle'', Deangelo picks favorites among the staff, revealing his true management style. Angela however, views his style as sexist. When the women urge Jim to bring this to Deangelo's attention, he cuts Jim out of his inner circle.	he	349	Jim	306	FALSE	Deangelo	327	TRUE	http://en.wikipedia.org/wiki/Deangelo_Vickers
development-151	He was commissioned into the Royal Artillery and by the end of the Second World War he was a Lieutenant-Colonel. After the war he served in the Territorial Army and was promoted to Colonel in 1956. Colonel Palmer married, May 6, 1950, in Duns, Lorna Eveline Hope, daughter of Charles William Hugh Bailie, of Manderston, Berwickshire, by which marriage the Palmer family came into possession of Manderston. At the time of his marriage he was resident at 'Fernhurst', Pinkneys Green, Maidenhead, Berkshire.	his	421	Palmer	206	TRUE	Charles William Hugh Bailie	276	FALSE	http://en.wikipedia.org/wiki/Gordon_Palmer
development-725	Tim Boswell's Westminster career began unsurprisingly as a Member of the Agriculture Select Committee in 1987. He became the Parliamentary Private Secretary to the Financial Secretary to the Treasury Peter Lilley in 1989. Tim Boswell entered John Major's government in 1990 as an Assistant Government Whip, following the 1992 General Election he was promoted within the Whip's Office and became a Lord Commissioner to the Treasury.	he	343	Tim Boswell	222	TRUE	John Major	242	FALSE	http://en.wikipedia.org/wiki/Tim_Boswell
test-902	In 1952 Cleckley, along with Walter Bromberg a senior psychiatrist and psychoanalyst, published an article on the insanity defense. They suggested changing the wording of it to: ``In your opinion, was the defendant suffering from disease of the mind and if so, was it sufficient to render him unaccountable under the law for the crime charged?''	him	289	Cleckley	8	FALSE	Walter Bromberg	29	FALSE	http://en.wikipedia.org/wiki/Hervey_M._Cleckley
validation-180	1280), Seigneur (lord) of Clefmont-en-Bassigny (fr). They had children. Elisabeth (d.a. 1271), married to Hugo III Count of L*tzelstein (and Lun*ville ?) (d.a. 1280). Mathilde (c.1224 - 1276), succeeded Laure as the Countess of Saarbr*cken in 1270. She married Simon III?	She	249	Mathilde	167	TRUE	Laure	203	FALSE	http://en.wikipedia.org/wiki/Simon_III,_Count_of_Saarbr%C3%BCcken
test-834	On June 6, 2016, information came out that assistant Steve Thomas was not returning next season. The Lightning decided not to renew his contract with the club. Thomas had been on Cooper's staff since the 2013-14 season, and with the organization since 2010, when he served as a player development coordinator (2010--12).	he	263	Thomas	160	TRUE	Cooper	179	FALSE	http://en.wikipedia.org/wiki/2016%E2%80%9317_Tampa_Bay_Lightning_season
development-1443	On the February 20 episode of SmackDown, Triple H was interviewed by Jim Ross, in the interview, footage was shown highlighting the events that occurred on the February 16 episode of Raw. Ross asked Triple H how he felt seeing that footage, in response, he broke character (after 5 years of marriage) by admitting that Vince McMahon is his father-in-law, that Shane is his brother-in-law, and that Stephanie is his wife, thus creating a rivalry between Triple H and Orton.	he	212	Ross	188	FALSE	Triple H	199	TRUE	http://en.wikipedia.org/wiki/Triple_H
validation-414	The D'oh! of Homer, Aeon J. Skoble states that although Lisa is an intellectual, she is still portrayed as a character who enjoys normal childhood and girl activities, plays with Malibu Stacy dolls, loves ponies, obsesses over teenage heartthrobs such as Corey, and watches The Itchy and Scratchy Show along with Bart. He writes, ``One might argue that this is typical childhood behavior, but since in so many cases Lisa is presented not simply as a prodigy but as preternaturally wise, the fondness for Itchy and Scratchy and Corey seem to be highlighted, taking on greater significance.	He	319	Corey	255	FALSE	Bart	313	FALSE	http://en.wikipedia.org/wiki/Lisa_Simpson
development-129	Indrajith's role is that of a police officer who was tagged as a ``loser'' and hence different from other traditional cop roles. Asha Sarath was signed to play a journalist named Haritha, with the actress stating that Haritha was ``as unscrupulous as Geetha'', her character in Drishyam.	her	261	Asha Sarath	129	TRUE	Geetha	251	FALSE	http://en.wikipedia.org/wiki/Angels_(2014_film)
test-697	One of the earliest projects the special effects teams did was the scene in which Mrs. Ganush attacks Christine in her car. To film the action, which included close-ups of Christine jamming her foot on the pedal, hitting the brake, and shifting gears, the team created a puzzle car which allowed the front engine compartment and back trunk -- as well as all four sides and doors -- to come away from the car. The roof came off in two directions. The film score was composed by Christopher Young. Young has worked with director Raimi previously on his films The Gift and Spider-Man 3.	his	547	Young	496	FALSE	Raimi	527	TRUE	http://en.wikipedia.org/wiki/Drag_Me_to_Hell
validation-204	Having redeemed himself at last, Hightower is then depicted as falling into a deathlike swoon, his whole life flashing before his eyes, including the past adventures of his Confederate grandfather, who was killed while stealing chickens from a farmer's shed. Before Christmas' escape attempt, Hightower delivers Lena's child in the cabin where Brown and Christmas had been staying before the murder, and Byron arranges for Brown/Burch to come and see her.	her	451	Hightower	293	FALSE	Lena	312	TRUE	http://en.wikipedia.org/wiki/Light_in_August
test-1994	In June 2007, she was on the front page of Metromix published by the Chicago Tribune for that year's pride parade, and she was featured in the ``Summer Festivals'' gallery in the Chicago section for Market Days of that year. On August 24, 2007, Photographer Mia Algotti featured ``Miss Foozie of Cocktail ((a Boystown bar)) encouraging the crowd to try their hand at the dunking booth during North Halsted Market Days Saturday afternoon.'' The photo showed her in front of a dunk tank seating a twink in Skyline, which was a publication of Pioneer Press, a division of Sun-Times Media Group.	her	457	Mia Algotti	258	FALSE	Miss Foozie	281	TRUE	http://en.wikipedia.org/wiki/Miss_Foozie
validation-137	Michael, seeing that Jean is an easy target, decides to con her again by asking her for a second investment by ``lending'' him Alfie Moon's (Shane Richie) savings. Even though Jean is initially reluctant at first, she hands over the VAT money for The Queen Victoria. Shepherd expressed his excitement for forthcoming storylines for his character Michael and Wright's character Jean.	his	332	Michael	346	TRUE	Wright	358	FALSE	http://en.wikipedia.org/wiki/Michael_Moon_(EastEnders)
validation-56	Tecmo Bowl is a central theme for two 2016 Kia Sorento commercials. Both commercials star the aforementioned Bo Jackson and play off the ridiculously advantageous characteristics he possesses in the game. One also features Brian Bosworth, who was famously run over by Jackson during a Monday Night Football game in 1987 as he attempted to score a touchdown.	he	323	Brian Bosworth	223	TRUE	Jackson	268	FALSE	http://en.wikipedia.org/wiki/Tecmo_Super_Bowl
test-1791	It was a luxurious bread eaten by the medieval aristocracy and remained popular into the Restoration period. A recipe appears in A True Gentlewoman's Delight (1653) printed for the Countess of Kent. Lady Arundel's Manchets crossed the Atlantic to Virginia with the early colonists according to Katherine E Harbury. Florence White also references Lady Arundel's Manchet's in her 1932 English Cookery book Good Things in England, publishing a description of a 1676 recipe and updating it for a contemporary readership.	her	374	Florence White	315	TRUE	Lady Arundel	346	FALSE	http://en.wikipedia.org/wiki/Lady_Arundel's_Manchet
test-567	For four years following this Machiavellian political move, in effect the nation's first coup d'*tat, Flores continued to wield considerable power behind the scenes as commander of the military. President Rocafuerte's most lasting contribution was to begin development of a public school system. Although he had previously condemned Flores's violations of civil liberties, Rocafuerte argued that ``the backwardness of Ecuador makes enlightened despotism necessary.''	he	305	Flores	333	FALSE	Rocafuerte	373	TRUE	http://en.wikipedia.org/wiki/History_of_Ecuador_(1830%E2%80%931860)
test-773	The firm of Triebert, which was the dominant oboe-making concern in mid-19th century France, fell to pieces with the death of sole proprietor Fr*d*ric Triebert in 1879. By 1882 it had changed management thrice and was eventually sold to the mass-maker Gautrot, itself purchased in 1884 by Couesnon. Fr*d*ric Triebert's last foreman, Fran*ois Lor*e (1835-1902), formed his own oboe making company in 1881, carrying on Triebert's work and tradition.	his	368	Fr*d*ric Triebert	299	FALSE	Fran*ois Lor*e	333	TRUE	http://en.wikipedia.org/wiki/F._Lor%C3%A9e
development-1540	Rinkie is about to get married to Vicky (Sharad Kapoor) but she is unaware of his drug dealings. Raju gives Rajesh eight days to break the news to his family and call Raju his son or he'll tell the family himself. After he leaves, Rajesh gets afraid, and hires gangsters to attack him. On his way out, Raju gets beat up by the hired gangsters, though later rescued by Shera (Sanjay Dutt), also an Indian living in London.	his	289	Raju	302	TRUE	Sanjay Dutt	375	FALSE	http://en.wikipedia.org/wiki/Yeh_Hai_Jalwa
test-757	AlAhly refused again to let go of El-Hadary, but El-Hadary refused to let go of his final chance to explore new horizons, so he ended unilaterally his contract with Al-Ahly in an event that was the most debating in the Egyptian football history for months. The case of El-Hadary vs. Al-Ahly vs. FC Sion is being ruled by FIFA until the time these lines were written. During his stint at Al-Ahly, El-Hadary had the best chance to be trained by Ahmed Nagy so he achieved some impressive feats in over 500 appearances for the club in which he scored 1 goal.	he	457	El-Hadary	396	TRUE	Ahmed Nagy	443	FALSE	http://en.wikipedia.org/wiki/Essam_El-Hadary
test-363	Barnum moved up to the Division I level in 1991 as assistant offensive line coach and freshman offensive coordinator at Cornell, where he would remain for two seasons under Jim Hofher. In 1993, Barnum returned to the Division II level as offensive line coach and run game coordinator at American International College. Barnum then coached at the Division III level, at Coast Guard as offensive line coach and assistant head coach from 1994 to 1997. After his stint at Coast Guard, Barnum returned to the Division I level at Idaho State and started as offensive line coach in 1998 under Tom Walsh.	his	455	Barnum	481	TRUE	Tom Walsh	586	FALSE	http://en.wikipedia.org/wiki/Bruce_Barnum
test-1311	In the mathematical discipline of graph theory, the medial graph of plane graph G is another graph M(G) that represents the adjacencies between edges in the faces of G. Medial graphs were introduced in 1922 by Ernst Steinitz to study combinatorial properties of convex polyhedra, although the inverse construction was already used by Peter Tait in 1877 in his foundational study of knots and links.	his	356	Ernst Steinitz	210	FALSE	Peter Tait	334	TRUE	http://en.wikipedia.org/wiki/Medial_graph
test-755	The company paid Tamagno a cash advance of 2000 pounds sterling to make his first lot of ``78s''. He also received royalties from the company for every individually numbered, custom-labelled pressing that sold. Roland Gelatt's revised edition of The Fabulous Phonograph (Collier Books, New York, 1977, p.*119) asserts that Tamagno's recording contract, signed in December 1902, was the first to embody ``the royalty principle''. Gelatt states that Tamagno approved 19 recordings from his Ospedaletti session for release to the public.	his	484	Roland Gelatt	211	FALSE	Tamagno	323	TRUE	http://en.wikipedia.org/wiki/Francesco_Tamagno
test-69	His other television appearances included Comedy Central 's Comics Come Home special, The Dennis Miller Show, and Late Night with Conan O'Brien. He also worked as a writer on In Living Color. Prior to his death in 2005, Thomas was working as a writer for Air America Radio, and was a frequent guest at Rocky Sullivan's ``Satire for Sanity'' show. He also was working on a project with Jamie Foxx.	He	347	Thomas	220	TRUE	Rocky Sullivan	302	FALSE	http://en.wikipedia.org/wiki/Warren_Thomas
test-1233	Her last movie was the Lifetime Television movie Custody which aired in September 2007. She is also starring in Happy Campers, an ABC Family pilot. Her other recent movies include Moondance Alexander and with Dylan and Cole Sprouse. Panabaker starred in the remake of Fame as Jenny, an actress; the film was released in theaters on September 25, 2009. She also played the teenage Kitty Walker on Brothers and Sisters.	She	352	Panabaker	233	TRUE	Jenny	276	FALSE	http://en.wikipedia.org/wiki/Kay_Panabaker
development-24	Louis McNeill begin her publishing career selling short poems to the Saturday Evening Post. In 1931 her first collection, Mountain White, was published. She went on to publish six other collections. In the 1980s McNeill's literary reputation was re-established by the poet Maggie Anderson, who edited McNeill's memoir for the University of Pittsburgh Press, as well as a new and selected poems in 1991. In 1979 then-governor Jay Rockefeller named her West Virginia's poet laureate.	her	447	Maggie Anderson	273	FALSE	McNeill	301	TRUE	http://en.wikipedia.org/wiki/Louise_McNeill
validation-43	Nicole gets away and makes her way home after weeks of being gone, and a search by friends,family and police. She arrives home and tells the truth to her father of why she ran away, which prompts Michael to have a meltdown with Layla and disown his brother Gabriel. In 2013, Nicole gives birth to a daughter called Grace. She struggles to be a young single mum and considers putting her up for adoption when she gets a place in a college in Aberdeen and plans to leave Shieldinch but when Grace develops meningitis Nicole realizes that she couldn't lose her and decides she will take Grace with her, she left in the back of a black cab to the train station.	She	322	Nicole	275	TRUE	Grace	315	FALSE	http://en.wikipedia.org/wiki/Brodie_family
test-987	Through 2007, the company had presented more than 20 different productions in Adelaide and toured internationally (USA, Hong Kong, Japan, New Zealand), nationally (Sydney, Perth, Brisbane, Melbourne) and through regional South Australia and Victoria. Works produced by Cate Fowler include Wilfrid Gordon Macdonald Partridge, Brundibar, The Snow Queen, Riverland, Afternoon of the Elves, Midnite, Moonfleet, The Sad Ballad of Penny Dreadful, Two Weeks with the Queen, The Adventures of Snugglepot and Cuddlepie and Little Ragged Blossom, The Little Gentleman, and The Clockwork Forest. Additionally, she has directed groundbreaking work in the early childhood area, The Green Sheep and Cat.	she	599	Cate Fowler	269	TRUE	Penny Dreadful	425	FALSE	http://en.wikipedia.org/wiki/Cate_Fowler
development-1457	Back-up vocals for ``She Did It'' were provided by Bruce Johnston of the Beach Boys, whose 1968 hit ``Do It Again'' is credited by Carmen with being the initial inspiration for the song because of the 'did-its'. ``She Did It'' also features Burton Cummings, formerly of The Guess Who, and a guitar solo by Andrew Gold (``Lonely Boy''), featuring his distinctive harmonized lead guitar sound, and drumming by Toto's Jeff Porcaro.	his	346	Burton Cummings	241	FALSE	Andrew Gold	306	TRUE	http://en.wikipedia.org/wiki/She_Did_It
test-27	Kathleen first appears when Theresa visits her in a prison in London.	her	43	Kathleen	0	TRUE	Theresa	28	FALSE	http://en.wikipedia.org/wiki/Kathleen_McQueen
development-853	Landrieu was reelected largely on the basis of her 79,000-vote plurality in Orleans Parish. She polled roughly 42,000 votes ahead of Terrell statewide, defeating her 52% to 48%. In a debate with Landrieu in 2002, the senator lashed out at Terrell and told her the Senate race would be ``her last campaign'', but it was not.	her	256	Landrieu	195	FALSE	Terrell	239	TRUE	http://en.wikipedia.org/wiki/Suzanne_Haik_Terrell
development-166	The meaning of the earth being divided is usually taken to refer to a patriarchal division of the world, or possibly just the eastern hemisphere, into allotted portions among the three sons of Noah for future occupation, as specifically described in the Book of Jubilees, Biblical Antiquities of Philo, Kitab al-Magall, Flavius Josephus, and numerous other antiquarian and mediaeval sources, even as late as Archbishop Ussher, in his Annals of the World.	his	430	Flavius Josephus	320	FALSE	Archbishop Ussher	408	TRUE	http://en.wikipedia.org/wiki/Peleg
development-264	The offering, though Isaac does not know this, is to be Isaac himself. ``Then Abram bound the youth with belts and straps'', which suggests imagery relating to a young soldier being sent, possibly against his will, in a uniform to fight. When he makes to sacrifice his son, an angel calls from heaven, and tells Abram not to harm Isaac.	his	265	Abram	312	TRUE	Isaac	330	FALSE	http://en.wikipedia.org/wiki/The_Parable_of_the_Old_Men_and_the_Young
validation-289	However, unbeknownst to her they have spotted her tailing them. Tracking them, she finds herself alone in an alley where Toru has strategically left a mysterious, glowing red ring on the ground for her to pick up. Aiko reaches for it, when suddenly the vampire gang's witch Kumiko flies overhead behind her with the Scythe.	her	303	Aiko	214	TRUE	Kumiko	274	FALSE	http://en.wikipedia.org/wiki/Wolves_at_the_Gate
development-1673	Samantha Bond took up the role again in an advertisement for London's (ultimately successful) London 2012 Olympic bid. She appeared alongside Roger Moore, who played 007 between 1973 and 1985. In the video game From Russia with Love (2005), Moneypenny appears with Lois Maxwell's likeness in the same film. She is voiced by Karly Rothenberg (who also voices Rosa Klebb in the game).	She	307	Moneypenny	241	TRUE	Lois Maxwell	265	FALSE	http://en.wikipedia.org/wiki/Miss_Moneypenny
test-1053	A benevolent and just leader, the Kaiser married late, having dedicated his life to his people. His greatest failing is his devotion to Alena, a love that clouds his judgment, and blinds him to her malign influence. Alena von Medeim/Raisa Vasilyeva Raisa Vasilyeva is the illegitimate daughter of Ursa's Czar. When her half-sister the Princess Alena was lost fleeing Ursa's revolution Raisa took her name and her title, rising through the ranks of society to eventually become the Kaiser's consort.	her	315	Raisa Vasilyeva Raisa Vasilyeva	233	TRUE	Alena	344	FALSE	http://en.wikipedia.org/wiki/Carbon_Grey
development-589	Scoring twice on his debut during a 4-3 win over Derby County, he went on to form a lethal partnership with John Toshack, ending the season with 17 goals and his first Welsh Cup winners medal. Clark finished as the clubs top scorer for the next two seasons, as well as scoring 5 times in a single match against Barmouth & Dyffryn, falling short of Derek Tapscott 's club record of goals in a game by just one. It was during the 1970--71 season that he achieved probably the high point of his career when he headed in the only goal of the first leg against Real Madrid in a 1-0 win during the European Cup Winners Cup quarter-final.	he	449	Clark	193	TRUE	Derek Tapscott	348	FALSE	http://en.wikipedia.org/wiki/Brian_Clark_(footballer)
